datetime,AUDCAD,AUDNZD,USDCHF,AUDUSD,NZDCAD,GBPAUD,CADJPY,EURAUD,CHFJPY,USDCAD,GBPJPY,GBPUSD,EURUSD,EURJPY,USDJPY
2023-11-23 08:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,-0.0005,0.0023,0.0,0.0,0.0
2023-11-24 08:00:00+00:00,0.0,0.0,,0.0,0.0,,0.0,,0.016,0.0,-0.0204,0.0136,0.0,0.0,0.0
2023-11-27 08:00:00+00:00,0.0,0.0119,,-0.0004,0.0,,0.0348,,0.0299,0.0283,-0.0383,-0.0305,0.0,0.0132,0.0
2023-11-28 08:00:00+00:00,0.0,0.0119,,0.0353,0.0,,0.0348,,0.0299,0.0186,0.0347,-0.0162,0.0093,0.0132,0.0137
2023-11-29 08:00:00+00:00,0.0,0.0265,,0.0898,0.0021,,0.0348,,0.0468,0.0159,0.0391,-0.0951,0.0355,0.0266,0.0242
2023-11-30 08:00:00+00:00,0.0,0.02,,0.1234,-0.0102,,0.0535,,0.0468,0.0587,0.0391,-0.0165,0.048,-0.0034,0.0339
2023-12-01 08:00:00+00:00,0.0,0.0147,,0.1234,0.0115,,0.0535,,0.0665,0.0405,0.0391,0.0343,0.0535,0.0133,0.0698
2023-12-04 08:00:00+00:00,0.0,0.0598,,0.1485,0.0497,,0.0535,,0.0665,0.0666,0.0572,0.0513,0.0549,-0.1859,0.0577
2023-12-05 08:00:00+00:00,0.0021,0.0193,,0.1485,0.0671,,0.0535,,0.0665,0.0896,0.0944,0.0513,-0.0074,-0.273,0.078
2023-12-06 08:00:00+00:00,0.0221,0.0233,,0.1714,0.0671,,0.0535,,0.0665,0.0896,0.1038,0.0513,-0.0552,-0.2778,0.0943
2023-12-07 08:00:00+00:00,0.0448,0.0236,,0.1952,0.0671,,-0.0559,,0.0243,0.0896,-0.0849,0.0653,-0.0698,-0.5097,-0.0052
2023-12-08 08:00:00+00:00,0.0448,0.0759,,0.1952,0.0876,,-0.2602,,-0.2251,0.0896,0.0043,0.0653,-0.047,-0.5525,-0.2167
2023-12-11 08:00:00+00:00,0.0448,0.0759,,0.1952,0.0876,,-0.2254,,-0.1929,0.0896,0.0373,0.0784,-0.1468,-0.5109,-0.181
2023-12-12 08:00:00+00:00,0.0448,0.0759,,0.1952,0.0876,,-0.2254,,-0.1929,0.0896,0.0373,0.0784,-0.1404,-0.5109,-0.181
2023-12-13 08:00:00+00:00,0.0448,0.0885,,0.1952,0.0936,,-0.2254,,-0.1929,0.0896,0.0371,0.1001,-0.1404,-0.5109,-0.181
2023-12-14 08:00:00+00:00,0.0336,0.0964,,0.1407,0.131,,-0.2842,,-0.2913,0.0583,-0.1884,0.1266,-0.1634,-0.6513,-0.2896
2023-12-15 08:00:00+00:00,0.0692,0.1227,,0.1321,0.131,,-0.1641,,-0.2249,-0.0045,0.0355,0.0499,-0.1838,-0.434,-0.2579
2023-12-18 08:00:00+00:00,0.0692,0.1346,,0.1165,0.131,,-0.1353,,-0.1464,-0.0306,-0.006,0.1708,-0.0746,-0.367,-0.1634
2023-12-19 08:00:00+00:00,0.0692,0.1346,,0.0999,0.131,,-0.1361,,-0.132,0.0085,0.1467,0.1708,-0.0752,-0.3595,-0.108
2023-12-20 08:00:00+00:00,0.0692,0.1346,,0.0194,0.1337,,-0.088,,-0.1109,-0.0817,0.173,0.1863,-0.0466,-0.3318,-0.108
2023-12-21 08:00:00+00:00,0.0692,0.1346,,0.0606,0.149,,-0.0642,,-0.1109,-0.0794,0.173,0.1863,-0.0508,-0.3318,-0.108
2023-12-22 08:00:00+00:00,0.0889,0.1346,,-0.0965,0.149,,-0.0642,,-0.1109,-0.1362,0.203,0.1858,-0.1045,-0.3318,-0.1147
2023-12-25 08:00:00+00:00,0.0889,0.1346,,-0.0959,0.149,,-0.0642,,-0.1109,-0.1774,0.203,0.2028,-0.0864,-0.3318,-0.0986
2023-12-26 08:00:00+00:00,0.0889,0.1346,,-0.0921,0.149,,-0.0642,,-0.1109,-0.1802,0.203,0.2028,-0.0749,-0.3318,-0.0972
2023-12-27 08:00:00+00:00,0.0889,0.1346,,-0.1559,0.149,,-0.0701,,-0.114,-0.2137,0.203,0.2139,-0.1576,-0.3321,-0.0897
2023-12-28 08:00:00+00:00,0.1061,0.1346,,-0.1425,0.1631,,-0.0622,,-0.1838,-0.1943,0.2025,0.2248,-0.1881,-0.2985,-0.1991
2023-12-29 08:00:00+00:00,0.1061,0.1346,,-0.032,0.1794,,-0.0335,,-0.2555,-0.1531,0.2511,0.2616,-0.1676,-0.2818,-0.0912
2024-01-01 08:00:00+00:00,0.1061,0.1346,,-0.0199,0.1794,,-0.0318,,-0.1234,-0.1385,0.2225,0.2616,-0.1483,-0.2856,-0.1725
2024-01-02 08:00:00+00:00,0.1061,0.1346,,-0.0199,0.1794,,-0.0114,,-0.0878,-0.1385,0.2868,0.2616,-0.1483,-0.2609,-0.046
2024-01-03 08:00:00+00:00,0.1061,0.1346,,-0.0449,0.1794,,0.0093,,-0.0878,-0.1446,0.3098,0.2615,-0.1629,-0.2414,-0.0149
2024-01-04 08:00:00+00:00,0.123,0.1482,,0.0156,0.1794,,-0.0085,,-0.1185,-0.1401,0.2892,0.2762,-0.1204,-0.2419,-0.041
2024-01-05 08:00:00+00:00,0.112,0.1482,,-0.043,0.1794,,-0.0501,,-0.1722,-0.1581,0.2323,0.2762,-0.1129,-0.2586,-0.1365
2024-01-08 08:00:00+00:00,0.1711,0.1482,,0.0578,0.1985,,0.0527,,-0.1384,-0.1148,0.2455,0.2921,-0.0917,-0.1998,-0.0225
2024-01-09 08:00:00+00:00,0.1711,0.16,,0.0939,0.1985,,0.0527,,-0.094,-0.0956,0.2737,0.2921,-0.0917,-0.1798,0.0887
2024-01-10 08:00:00+00:00,0.1711,0.1835,,0.1151,0.1985,,0.0527,,-0.163,-0.0829,0.1566,0.2921,-0.0917,-0.1926,0.0824
2024-01-11 08:00:00+00:00,0.1711,0.1835,,0.1151,0.1985,,0.0528,,-0.2441,-0.0829,0.0472,0.3039,-0.0917,-0.2498,0.0797
2024-01-12 08:00:00+00:00,0.1711,0.1957,,0.1532,0.1985,,0.0707,,-0.1462,-0.0704,0.0739,0.3178,-0.0917,-0.2024,0.0919
2024-01-15 08:00:00+00:00,0.1711,0.2073,,0.1544,0.2059,,0.0894,,-0.2027,-0.0704,0.0714,0.3178,-0.0917,-0.2383,0.1257
2024-01-16 08:00:00+00:00,0.1913,0.2073,,0.0795,0.2312,,0.0894,,-0.1861,-0.0965,0.0723,0.3173,-0.0921,-0.2605,0.0684
2024-01-17 08:00:00+00:00,0.1872,0.2073,,-0.0327,0.2226,,0.0807,,-0.3299,-0.1367,-0.0764,0.3327,-0.085,-0.4022,-0.0536
2024-01-18 08:00:00+00:00,0.176,0.2187,,0.0042,0.2134,,0.0286,,-0.3274,-0.1015,-0.1476,0.3327,-0.0642,-0.4044,-0.13
2024-01-19 08:00:00+00:00,0.2179,0.2187,,0.0965,0.1905,,0.0049,,-0.3156,-0.0839,-0.1201,0.3327,-0.0652,-0.4186,-0.112
2024-01-22 08:00:00+00:00,0.1486,0.2225,,0.0689,0.1378,,-0.0648,,-0.3156,-0.0579,-0.1289,0.3327,-0.0584,-0.4149,-0.0902
2024-01-23 08:00:00+00:00,0.2227,0.1983,,0.0298,0.1072,,0.098,,-0.3156,-0.0579,-0.0893,0.3327,-0.058,-0.3751,-0.08
2024-01-24 08:00:00+00:00,0.2407,0.2473,,0.1155,0.2431,,0.1124,,-0.3156,-0.0579,-0.0762,0.3405,-0.0378,-0.3751,-0.0639
2024-01-25 08:00:00+00:00,0.2407,0.2473,,0.1155,0.2431,,0.1124,,-0.3156,-0.0553,-0.0762,0.3454,-0.0378,-0.3751,-0.0639
2024-01-26 08:00:00+00:00,0.2407,0.2473,,0.1155,0.2508,,0.1124,,-0.3156,-0.0458,-0.0762,0.3454,-0.0229,-0.3751,-0.0639
2024-01-29 08:00:00+00:00,0.2407,0.2473,,0.1155,0.2473,,0.1138,,-0.3094,-0.0458,-0.0623,0.3454,-0.0233,-0.3751,-0.0639
2024-01-30 08:00:00+00:00,0.2407,0.2473,,0.1155,0.2562,,0.1271,,-0.299,-0.0431,-0.0623,0.3454,-0.0101,-0.361,-0.0639
2024-01-31 08:00:00+00:00,0.2531,0.2581,,0.1155,0.2562,,0.1408,,-0.299,-0.0242,-0.0623,0.358,0.0025,-0.3576,-0.0639
2024-02-01 08:00:00+00:00,0.2376,0.2672,,0.1022,0.2562,,0.1513,,-0.281,-0.0118,-0.0545,0.3621,0.0043,-0.36,-0.0237
2024-02-02 08:00:00+00:00,0.3043,0.2827,,0.1391,0.2744,,0.1584,,-0.2819,-0.0089,0.0135,0.3731,0.0175,-0.3369,-0.0005
2024-02-05 08:00:00+00:00,0.3036,0.2827,,0.1224,0.2814,,0.1757,,-0.2819,0.0041,0.0135,0.3496,-0.0033,-0.3369,0.0019
2024-02-06 08:00:00+00:00,0.3243,0.2948,,0.1896,0.2938,,0.1757,,-0.2819,0.0088,0.0135,0.3361,-0.016,-0.3369,-0.0092
2024-02-07 08:00:00+00:00,0.3243,0.288,,0.2128,0.2938,,0.1757,,-0.2696,0.0179,0.0135,0.4025,0.0212,-0.3369,0.015
2024-02-08 08:00:00+00:00,0.3239,0.2814,,0.2121,0.2938,,0.1528,,-0.2552,0.0179,0.0064,0.4025,0.0333,-0.3415,-0.0025
2024-02-09 08:00:00+00:00,0.3259,0.2147,,0.225,0.2951,,0.107,,-0.2552,0.0179,-0.0053,0.4131,0.0429,-0.3556,-0.0197
2024-02-12 08:00:00+00:00,0.3407,0.295,,0.2271,0.3243,,0.1515,,-0.2552,0.0287,0.0173,0.4131,0.0429,-0.321,0.0112
2024-02-13 08:00:00+00:00,0.3407,0.336,,0.2271,0.3243,,0.1113,,-0.2557,0.0287,-0.0684,0.4131,0.0429,-0.3651,-0.0228
2024-02-14 08:00:00+00:00,0.3572,0.3494,,0.2423,0.3243,,0.0688,,-0.2417,0.0353,-0.0571,0.4069,0.0369,-0.39,-0.1113
2024-02-15 08:00:00+00:00,0.3572,0.3494,,0.2591,0.3243,,0.1418,,-0.2341,0.0323,0.0142,0.4057,0.0517,-0.382,-0.0948
2024-02-16 08:00:00+00:00,0.3572,0.3494,,0.2591,0.3383,,0.1583,,-0.2282,0.0412,0.0176,0.4269,0.0517,-0.4527,-0.0843
2024-02-19 08:00:00+00:00,0.3572,0.3494,,0.2708,0.3495,,0.1642,,-0.2282,0.0412,0.0342,0.4269,0.0517,-0.4283,-0.0777
2024-02-20 08:00:00+00:00,0.3587,0.3494,,0.2719,0.3108,,0.1594,,-0.2282,0.0412,0.046,0.4269,0.0547,-0.498,-0.0883
2024-02-21 08:00:00+00:00,0.3595,0.3392,,0.2747,0.2412,,0.174,,-0.2282,0.0412,0.0363,0.4395,0.0734,-0.4998,-0.0734
2024-02-22 08:00:00+00:00,0.3924,0.3588,,0.2943,0.2803,,0.1665,,-0.2256,0.0455,-0.0153,0.4358,0.0403,-0.563,-0.0655
2024-02-23 08:00:00+00:00,0.3924,0.3515,,0.3026,0.2744,,0.1601,,-0.204,0.0528,-0.0802,0.4524,0.0979,-0.5671,-0.0728
2024-02-26 08:00:00+00:00,0.3924,0.3732,,0.3026,0.274,,0.185,,-0.1914,0.0528,-0.1102,0.463,0.0975,-0.6212,-0.0752
2024-02-27 08:00:00+00:00,0.3924,0.3845,,0.3026,0.3525,,0.185,,-0.1821,0.0528,-0.0527,0.4666,0.0943,-0.5838,-0.0598
2024-02-28 08:00:00+00:00,0.3924,0.3974,,0.2954,0.3603,,0.185,,-0.1821,0.0416,-0.0545,0.4742,0.1058,-0.5568,-0.0556
2024-02-29 08:00:00+00:00,0.3924,0.3964,,0.2927,0.3453,,0.1954,,-0.1724,0.0419,-0.0178,0.4742,0.1058,-0.5289,-0.0397
2024-03-01 08:00:00+00:00,0.3924,0.4107,,0.3341,0.355,,0.2094,,-0.1719,0.0775,-0.0034,0.4742,0.1058,-0.5155,-0.0266
2024-03-04 08:00:00+00:00,0.3924,0.4144,,0.3341,0.3554,,0.2094,,-0.1568,0.0882,-0.0034,0.4849,0.1058,-0.5155,-0.0266
2024-03-05 08:00:00+00:00,0.3924,0.4213,,0.3411,0.3449,,0.2094,,-0.1568,0.0926,0.01,0.4941,0.1145,-0.5155,-0.0266
2024-03-06 08:00:00+00:00,0.3924,0.4213,,0.3511,0.3605,,0.2107,,-0.1546,0.0992,0.01,0.498,0.1232,-0.5155,-0.0149
2024-03-07 08:00:00+00:00,0.3765,0.4276,,0.3027,0.3605,,0.2037,,-0.2249,0.0992,-0.0151,0.4773,0.1186,-0.5681,-0.1367
2024-03-08 08:00:00+00:00,0.3518,0.415,,0.2103,0.372,,0.1855,,-0.2507,0.0916,0.0457,0.3809,0.1522,-0.4776,-0.2641
2024-03-11 08:00:00+00:00,0.389,0.4571,,0.3033,0.3844,,0.1222,,-0.3103,0.1259,0.061,0.3386,0.147,-0.4911,-0.2796
2024-03-12 08:00:00+00:00,0.3865,0.4571,,0.3066,0.3969,,0.2318,,-0.1997,0.1259,0.0665,0.3593,0.1533,-0.4557,-0.2429
2024-03-13 08:00:00+00:00,0.3825,0.4675,,0.3102,0.3969,,0.3026,,-0.1512,0.1259,0.0866,0.3593,0.1659,-0.4557,-0.2042
2024-03-14 08:00:00+00:00,0.384,0.478,,0.274,0.3969,,0.3087,,-0.211,0.1342,0.0866,0.3615,0.1673,-0.4557,-0.2042
2024-03-15 08:00:00+00:00,0.4121,0.4731,,0.3714,0.3918,,0.3087,,-0.1708,0.1342,0.0866,0.3704,0.1831,-0.4557,-0.2042
2024-03-18 08:00:00+00:00,0.4121,0.4651,,0.3714,0.3926,,0.322,,-0.1708,0.1342,0.0866,0.3704,0.1831,-0.4554,-0.2013
2024-03-19 08:00:00+00:00,0.413,0.4852,,0.3533,0.3438,,0.3099,,-0.1713,0.1347,0.0822,0.3593,0.1741,-0.4497,-0.2842
2024-03-20 08:00:00+00:00,0.4289,0.4378,,0.3523,0.3216,,0.2127,,-0.2141,0.1529,-0.0549,0.3811,0.1947,-0.5664,-0.4329
2024-03-21 08:00:00+00:00,0.4289,0.3609,,0.4217,0.3568,,0.1678,,-0.1302,0.1848,-0.1133,0.4214,0.2138,-0.6595,-0.3889
2024-03-22 08:00:00+00:00,0.4289,0.3757,,0.4182,0.2049,,0.2195,,-0.1302,0.1848,-0.0839,0.3575,0.2004,-0.63,-0.4041
2024-03-25 08:00:00+00:00,0.4289,0.3081,,0.4415,0.2289,,0.249,,-0.1302,0.1895,-0.0839,0.4122,0.2206,-0.63,-0.3984
2024-03-26 08:00:00+00:00,0.4289,0.3059,,0.4415,0.207,,0.2011,,-0.1302,0.1954,-0.0839,0.4296,0.2326,-0.6353,-0.4032
2024-03-27 08:00:00+00:00,0.4289,0.3112,,0.457,0.2052,,0.2684,,-0.1949,0.1993,-0.0839,0.3888,0.2283,-0.621,-0.3804
2024-03-28 08:00:00+00:00,0.428,0.3277,,0.4555,0.1125,,0.2684,,-0.161,0.2127,-0.0839,0.3843,0.1934,-0.621,-0.3829
2024-03-29 08:00:00+00:00,0.4303,0.3205,,0.4872,0.0469,,0.2753,,-0.0958,0.2165,-0.0839,0.3874,0.1983,-0.621,-0.3828
2024-04-01 04:00:00+00:00,0.431,0.3148,,0.4872,0.0457,,0.2838,,-0.0958,0.2165,-0.0839,0.3919,0.1938,-0.621,-0.385
2024-04-02 04:00:00+00:00,0.4231,0.3068,,0.5003,0.0292,,0.2894,,-0.0964,0.2165,-0.0767,0.3203,0.1399,-0.616,-0.4033
2024-04-03 04:00:00+00:00,0.4411,0.3173,,0.5009,0.0793,,0.2894,,-0.1001,0.2165,-0.0719,0.3224,0.1493,-0.6098,-0.4109
2024-04-04 04:00:00+00:00,0.4402,0.2985,,0.4602,0.0851,,0.2598,,-0.0837,0.2281,-0.0873,0.3367,0.1459,-0.631,-0.4142
2024-04-05 04:00:00+00:00,0.4279,0.2875,,0.481,0.0852,,0.3115,,-0.0837,0.2368,-0.0483,0.3464,0.1793,-0.585,-0.3792
2024-04-08 00:00:00+00:00,0.4159,0.2742,,0.5416,0.0994,,0.3243,,-0.0837,0.2495,-0.0483,0.357,0.1793,-0.5822,-0.3792
2024-04-09 00:00:00+00:00,0.3814,0.2845,,0.5402,0.0779,,0.3243,,-0.0837,0.2495,-0.0529,0.357,0.1797,-0.5987,-0.3784
2024-04-10 00:00:00+00:00,0.3616,0.3004,,0.5278,0.0089,,0.3243,,-0.0837,0.2495,-0.0585,0.3582,0.1813,-0.5871,-0.3724
2024-04-11 00:00:00+00:00,0.495,0.3211,,0.5834,0.1468,,0.3243,,-0.0837,0.2535,-0.0335,0.3702,0.1904,-0.5686,-0.3665
2024-04-12 00:00:00+00:00,0.495,0.3211,,0.6003,0.1468,,0.3243,,-0.0837,0.2519,-0.0203,0.3788,0.1784,-0.5686,-0.3778
2024-04-14 20:00:00+00:00,0.495,0.3211,,0.5597,0.1468,,0.3355,,-0.0837,0.2085,-0.0087,0.3105,0.0866,-0.5377,-0.3468
2024-04-15 20:00:00+00:00,0.495,0.3211,,0.4925,0.1466,,0.353,,-0.0994,0.1813,-0.0027,0.2953,0.0444,-0.5231,-0.4078
2024-04-16 20:00:00+00:00,0.4957,0.3338,,0.413,0.1833,,0.353,,-0.1317,0.1371,-0.0027,0.2678,0.0327,-0.5231,-0.4677
2024-04-17 20:00:00+00:00,0.4991,0.3318,,0.4945,0.1808,,0.353,,-0.1358,0.2047,-0.0027,0.3034,0.0589,-0.5231,-0.4321
2024-04-18 20:00:00+00:00,0.4841,0.3318,,0.4471,0.1808,,0.353,,-0.1342,0.2057,-0.0027,0.274,0.0529,-0.5231,-0.4716
2024-04-19 20:00:00+00:00,0.4618,0.3318,,0.3109,0.1777,,0.3699,,-0.2238,0.2624,0.0148,0.1694,0.0859,-0.5065,-0.353
2024-04-22 16:00:00+00:00,0.4921,0.3318,,0.3329,0.1948,,0.3526,,-0.2158,0.2624,0.033,0.1751,0.0962,-0.5065,-0.3657
2024-04-23 16:00:00+00:00,0.5271,0.331,,0.3329,0.2043,,0.318,,-0.1932,0.2607,0.033,0.2,0.0962,-0.5201,-0.3683
2024-04-24 16:00:00+00:00,0.5424,0.355,,0.3501,0.2158,,0.3097,,-0.1932,0.2736,0.0325,0.2,0.0962,-0.5542,-0.4234
2024-04-25 16:00:00+00:00,0.5587,0.3642,,0.3889,0.2158,,0.2235,,-0.1815,0.2798,-0.0205,0.2137,0.1091,-0.6286,-0.4593
2024-04-26 16:00:00+00:00,0.5636,0.3537,,0.3881,0.2158,,0.1588,,-0.1566,0.2861,-0.2558,0.2286,0.12,-0.7899,-0.4241
2024-04-29 12:00:00+00:00,0.5587,0.3702,,0.3337,0.2158,,0.2802,,-0.0466,0.2983,-0.1927,0.2141,0.12,-0.9303,-0.5675
2024-04-30 12:00:00+00:00,0.5961,0.3871,,0.4328,0.2285,,0.2802,,-0.0466,0.3004,-0.1617,0.2569,0.12,-0.9303,-0.5675
2024-05-01 12:00:00+00:00,0.5961,0.3943,,0.4328,0.2285,,0.2802,,-0.0466,0.2942,-0.1577,0.2569,0.131,-0.9303,-0.5675
2024-05-02 12:00:00+00:00,0.6134,0.4065,,0.4328,0.2285,,0.3196,,-0.008,0.3094,-0.1196,0.2684,0.131,-0.8897,-0.5258
2024-05-03 12:00:00+00:00,0.5404,0.4201,,0.3717,0.1619,,0.2902,,0.0027,0.3302,-0.1353,0.3031,0.1257,-0.8897,-0.5463
2024-05-06 08:00:00+00:00,0.5193,0.4201,,0.3406,0.1664,,0.3312,,0.0206,0.3232,-0.0866,0.2978,0.1246,-0.8594,-0.4495
2024-05-07 08:00:00+00:00,0.5609,0.4201,,0.3906,0.1863,,0.351,,0.0206,0.3232,-0.0866,0.3109,0.1305,-0.8594,-0.4495
2024-05-08 08:00:00+00:00,0.5676,0.4201,,0.4689,0.159,,0.351,,0.0247,0.3206,-0.0866,0.3219,0.1516,-0.859,-0.4495
2024-05-09 08:00:00+00:00,0.5609,0.431,,0.4689,0.1609,,0.351,,0.0099,0.3346,-0.0866,0.3236,0.1516,-0.864,-0.4498
2024-05-10 08:00:00+00:00,0.5582,0.431,,0.4699,0.1818,,0.3436,,-0.0038,0.3346,-0.0865,0.3327,0.1464,-0.8973,-0.4346
2024-05-13 04:00:00+00:00,0.5922,0.431,,0.4818,0.231,,0.3692,,-0.0243,0.3456,-0.0781,0.3327,0.1491,-0.9087,-0.4255
2024-05-14 04:00:00+00:00,0.5922,0.431,,0.4946,0.231,,0.3362,,-0.0585,0.3456,-0.139,0.3366,0.1461,-0.994,-0.4568
2024-05-15 04:00:00+00:00,0.5922,0.431,,0.4765,0.2298,,0.3327,,-0.0825,0.3521,-0.1611,0.3374,0.0976,-1.0064,-0.4328
2024-05-16 04:00:00+00:00,0.59,0.433,,0.3909,0.1581,,0.4014,,0.0247,0.3527,-0.0478,0.2504,0.0353,-0.9827,-0.4401
2024-05-17 04:00:00+00:00,0.6306,0.4136,,0.4574,0.1357,,0.4059,,0.0247,0.3642,-0.0606,0.2876,0.0482,-0.9969,-0.373
2024-05-20 00:00:00+00:00,0.6268,0.4551,,0.3414,0.123,,0.4115,,0.0247,0.3411,-0.0931,0.209,0.0517,-1.0012,-0.373
2024-05-21 00:00:00+00:00,0.6482,0.4649,,0.5049,0.1794,,0.416,,0.0247,0.3731,-0.1665,0.2032,0.0649,-1.0401,-0.3734
2024-05-22 00:00:00+00:00,0.6482,0.4641,,0.5049,0.0396,,0.4337,,0.0247,0.3731,-0.169,0.216,0.0749,-1.0315,-0.3483
2024-05-23 00:00:00+00:00,0.6482,0.4247,,0.5183,0.0359,,0.4337,,0.0247,0.3793,-0.2613,0.2397,0.0792,-1.0403,-0.3631
2024-05-24 00:00:00+00:00,0.6482,0.4096,-0.0069,0.5125,0.0349,-0.0025,0.4467,-0.009,0.0247,0.3822,-0.2399,0.2548,0.0792,-1.0176,-0.3904
2024-05-26 20:00:00+00:00,0.6482,0.4058,-0.0019,0.5374,0.0511,0.0003,0.4496,-0.0071,0.0247,0.3962,-0.2767,0.2583,0.0792,-1.0714,-0.3769
2024-05-27 20:00:00+00:00,0.6482,0.409,0.0067,0.5374,0.0243,0.0123,0.4316,0.0123,0.0247,0.3962,-0.3167,0.2409,0.0792,-1.0992,-0.3766
2024-05-28 20:00:00+00:00,0.6482,0.4199,0.016,0.5649,0.03,0.0226,0.4156,0.0123,0.0157,0.4065,-0.3483,0.2556,0.0936,-1.1457,-0.4168
2024-05-29 20:00:00+00:00,0.6482,0.4057,0.016,0.5701,0.0206,0.0464,0.4662,0.0123,0.0021,0.401,-0.3122,0.271,0.0873,-1.1206,-0.4751
2024-05-30 20:00:00+00:00,0.6482,0.4603,-0.0182,0.5805,0.055,0.0528,0.4877,0.0123,-0.0148,0.4165,-0.2394,0.271,0.1027,-1.1089,-0.3686
2024-05-31 20:00:00+00:00,0.6482,0.4603,-0.0391,0.5805,0.0661,0.0528,0.5003,0.0123,-0.0646,0.4165,-0.2411,0.271,0.1133,-1.1089,-0.3686
2024-06-03 16:00:00+00:00,0.6482,0.462,-0.1254,0.5818,0.0365,0.0528,0.5144,0.0123,-0.0713,0.4402,-0.2276,0.2668,0.107,-1.1089,-0.3611
2024-06-04 16:00:00+00:00,0.6482,0.4291,-0.1874,0.5986,0.0057,0.0655,0.4908,0.0123,-0.0242,0.4402,-0.2266,0.2915,0.1233,-1.1019,-0.3735
2024-06-05 16:00:00+00:00,0.6482,0.4008,-0.1342,0.5986,-0.0504,0.0748,0.6043,0.0123,-0.1273,0.4527,-0.2057,0.2933,0.1233,-1.09,-0.3071
2024-06-06 16:00:00+00:00,0.6482,0.4268,-0.1832,0.5986,-0.0451,0.0774,0.6043,0.0123,-0.1959,0.4527,-0.2057,0.3042,0.1372,-1.09,-0.3071
2024-06-07 16:00:00+00:00,0.6482,0.4792,-0.0863,0.5916,0.077,0.0717,0.6242,0.0122,-0.1949,0.4484,-0.2057,0.3146,0.1426,-1.09,-0.2855
2024-06-10 12:00:00+00:00,0.6482,0.4887,-0.0863,0.6154,0.077,0.0896,0.6242,0.0265,-0.203,0.449,-0.2057,0.3223,0.0984,-1.0886,-0.2855
2024-06-11 12:00:00+00:00,0.6482,0.4887,-0.0863,0.6165,0.077,0.1155,0.6242,0.047,-0.1928,0.4519,-0.2057,0.3238,0.0835,-1.0636,-0.2708
2024-06-12 12:00:00+00:00,0.6473,0.5136,-0.0869,0.6299,0.076,0.1155,0.6242,0.0153,-0.1781,0.4821,-0.1928,0.3233,0.1816,-1.0591,-0.2592
2024-06-13 12:00:00+00:00,0.6822,0.5057,-0.0612,0.6642,0.0901,0.1155,0.6242,0.0705,-0.1832,0.4821,-0.1794,0.3456,0.1812,-1.0591,-0.245
2024-06-14 12:00:00+00:00,0.6822,0.5161,-0.0696,0.6642,0.1011,0.1155,0.643,0.061,-0.2471,0.4821,-0.1606,0.3395,0.1329,-1.03,-0.2258
2024-06-17 08:00:00+00:00,0.6822,0.5161,-0.0572,0.6642,0.1014,0.1155,0.643,0.085,-0.2718,0.4821,-0.1606,0.3293,0.1453,-1.021,-0.2258
2024-06-18 08:00:00+00:00,0.6822,0.5171,-0.0974,0.6642,0.1135,0.1155,0.643,0.0984,-0.4183,0.4821,-0.1606,0.3346,0.1544,-1.021,-0.2243
2024-06-19 08:00:00+00:00,0.687,0.5195,-0.1528,0.6571,0.1246,0.1141,0.6423,0.0982,-0.4248,0.4821,-0.1606,0.3557,0.2027,-1.021,-0.2108
2024-06-20 08:00:00+00:00,0.6873,0.5146,-0.0114,0.66,0.1246,0.0871,0.6212,0.0596,-0.4093,0.4821,-0.1577,0.3553,0.2023,-1.021,-0.238
2024-06-21 08:00:00+00:00,0.6974,0.5621,-0.0114,0.6609,0.1296,0.051,0.5555,0.03,-0.419,0.4898,-0.151,0.3345,0.1875,-1.0092,-0.2825
2024-06-24 04:00:00+00:00,0.6974,0.5723,-0.0114,0.6779,0.1158,0.0831,0.4675,0.0813,-0.4522,0.4898,-0.1685,0.3435,0.2141,-1.0317,-0.3689
2024-06-25 04:00:00+00:00,0.6974,0.5691,-0.0114,0.6779,0.0997,0.0923,0.4941,0.1198,-0.4419,0.4792,-0.1283,0.3719,0.219,-0.968,-0.3431
2024-06-26 04:00:00+00:00,0.6974,0.5728,-0.0209,0.6828,0.0861,0.1217,0.501,0.1022,-0.4408,0.5176,-0.1392,0.3719,0.2302,-0.9676,-0.3618
2024-06-27 04:00:00+00:00,0.6974,0.5736,-0.0321,0.6943,0.0714,0.1193,0.4883,0.1154,-0.4673,0.5202,-0.1413,0.3674,0.2272,-0.9892,-0.4051
2024-06-28 04:00:00+00:00,0.6974,0.6188,-0.0661,0.6943,0.0227,0.1474,0.4748,0.1352,-0.4692,0.5202,-0.1862,0.3981,0.2376,-1.0308,-0.4573
2024-07-01 00:00:00+00:00,0.6974,0.6196,-0.0702,0.6943,0.0747,0.1612,0.427,0.1501,-0.3911,0.5202,-0.2145,0.411,0.2372,-1.1412,-0.4801
2024-07-02 00:00:00+00:00,0.6974,0.5881,-0.1557,0.6943,0.0384,0.1612,0.45,0.1501,-0.3838,0.5179,-0.2566,0.411,0.2484,-1.1821,-0.5597
2024-07-03 00:00:00+00:00,0.6974,0.5767,-0.1689,0.6943,0.015,0.1612,0.35,0.1501,-0.3838,0.5318,-0.3253,0.411,0.2484,-1.1889,-0.5617
2024-07-04 00:00:00+00:00,0.6974,0.5677,-0.1755,0.6985,-0.0211,0.1612,0.3419,0.1501,-0.3642,0.5365,-0.3641,0.424,0.2546,-1.2256,-0.5201
